Geography,Funding Source,Program,Agency,Description,Detail Description,Policy Topic,Policy Subtopic,Allocation (millions),Current As Of,Expiration,is_expired,amount_exact,source_url,source_name
Cook County,ARPA State and Local Fiscal Recovery Funds,Stormwater management project implementation,Cook County Department of Transportation and Highways,Stormwater management programs in high flood-risk communities,Cook County will provide funding to the Metropolitan Water Reclamation District of Greater Chicago (MWRD) to support stormwater management in communities that experience significant flooding. This funding will allow MWRD to expand beyond funding to include overall responsibility for stormwater management project implementation since local capacity constraints currently limit the existing program's impact.,Community Investment,Infrastructure,3.75,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Street ambassador program,Chicago Department of Planning and Development; Department of Business Affiairs and Consumer Protection,Workforce opportunities in commercial development,"Creates workforce opportunities for engagement along corridors to ensure safety, cleanliness, and local participation in commercial development processes",Workforce Development,Employment Opportunities,10,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Strengthening Chicago's youth juvenile justice collaborative expansion,Agency lead not specified,Violence-reduction and juvenile justice programming for youth at high risk of exposure to violence,"This project aims to reduce violence and minimize justice involvement of youth who have experienced violence or trauma or are at high risk of exposure to violence. Services include trauma-informed care coordination for 500 justice-involved youth per year over three years, including youth on diversion (arrested for a felony or violent misdemeanor) or youth granted deferred prosecution. Services include intake, assessment, connection to evidence-based programming and pro-social services, emergency assistance, family support services, and postdischarge monitoring. In addition to providing care coordination and direct services for youth and their families, funds will support data tracking and analysis, continuous quality improvement, and developing an evaluation plan.",Community Safety,Violence Prevention/Reduction,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Summer Youth Employment,Illinois Department of Human Services,Youth workforce development programs,Progams that support youth in developing workplace skills and gaining employment experience,Community Safety,Violence Prevention/Reduction,60,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Supporting apprenticeships in suburban Cook,Cook County Bureau of Economic Development,Establishing and expanding apprenticeship programs,"As a designated Apprenticeship Navigator by the Illinois Department of Commerce and Economic Opportunity, Cook County will support the establishment of new apprenticeships or expansions of existing apprenticeships in suburban Cook County. The Bureau of Economic Development will fund eligible partners and Illinois Department of Commerce and Economic Opportunity intermediaries to sponsor and manage apprenticeship programs, conduct industry engagement, provide technical assistance to businesses, and support apprentices' progress.",Workforce Development,Job Training,2.19,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Supporting education and employment development,Cook County Justice Advisory Council,"Funds for the Supporting Education and Employment Development (SEED) Program, a plea-diversion and case management program","The Justice Advisory Council will provide funds to sustain and expand the Supporting Education and Employment Development (SEED) Program, a 13-month pre-plea diversion program for individuals aged 18 to 30, charged with possession with intent to deliver or manufacturing/delivery of a substance. The program provides case management, educational services, trauma-informed and cognitive behavioral interventions, job readiness training, job development and placement, supported employment, and restorative justice activities. The successful completion of the program results in case dismissal and expungement at graduation.",Community Safety,Criminal Justice Reform,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Supportive housing services,Illinois Department of Human Services,Increasing affordable and supportive housing supply,Increasing the supply of affordable housing and supportive housing and addressing homelessness to build stronger communities,Housing,Affordable Housing,28.05,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Chicago,CRRSAA,Surface Transportation Block Grant Program (STBGP),U.S. Department of Transportation,Supplemental appropriations to existing highway infrastructure programs,Supplemental appropriations to existing highway infrastructure programs,Community Investment,Infrastructure,55.03,2021-01-15,2024-12-31,0,1,"https://www.fhwa.dot.gov/legsregs/directives/notices/n4510851/""><a href = ""https://www.fhwa.dot.gov/legsregs/directives/notices/n4510851/","<a href = ""https://www.fhwa.dot.gov/legsregs/directives/notices/n4510851/"">U.S. Department of Transportation Apportionment of Highway Infrastructure Program Funds</a>"
Illinois,CRRSAA,Surface Transportation Block Grant Program (STBGP),U.S. Department of Transportation,Supplemental appropriations to existing highway infrastructure programs,These funds are supplemental appropriations to existing highway infrastructure programs,Community Investment,Infrastructure,352.91,2021-01-15,2024-12-31,0,1,"https://www.fhwa.dot.gov/legsregs/directives/notices/n4510851/""><a href = ""https://www.fhwa.dot.gov/legsregs/directives/notices/n4510851/","<a href = ""https://www.fhwa.dot.gov/legsregs/directives/notices/n4510851/"">U.S. Department of Transportation Apportionment of Highway Infrastructure Program Funds</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Targeted financial and legal assistance for underserved residents,"Chicago Department of Family and Support Services, Department of Business Affairs and Consumer Protection","Financial assistance programs for underserved communities, including monthly cash assistance","Creates immediate financial assistance programs for underserved communities such as undocumented residents, domestic workers, and small community-based nonprofits providing safety net services; pilot a monthly cash assistance program for hard-hit, low-income households in need of additional economic stability; expand legal assistance programs through the Legal Protection Fund and Community Justice Initiative",Household Investment,Targeted Economic Assistance,71,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Teen Reach,Illinois Department of Human Services,After school programs for high-risk youth between ages 6 and 17,Teen REACH is a comprehensive development initiative providing afterschool program services to high-risk youth between the ages of 6 and 17,Community Safety,Violence Prevention/Reduction,10,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,The Research in Illinois to Spur Economic Recovery Program (RISE),Illinois Department of Commerce and Economic Opportunity,Grants for local governments and economic development organizations,Grants to help local governments and economic development organizations to create or update economic plans to promote economic recovery,Community Investment,Community Development,3.5,2022-09-13,2024-12-31,0,1,"https://www2.illinois.gov/dceo/Media/PressReleases/Pages/PR20220913.aspx#:~:text=Through%20the%20Research%20in%20Illinois,plans%20to%20promote%20economic%20recovery.""><a href = ""https://www2.illinois.gov/dceo/Media/PressReleases/Pages/PR20220913.aspx#:~:text=Through%20the%20Research%20in%20Illinois,plans%20to%20promote%20economic%20recovery.","<a href = ""https://www2.illinois.gov/dceo/Media/PressReleases/Pages/PR20220913.aspx#:~:text=Through%20the%20Research%20in%20Illinois,plans%20to%20promote%20economic%20recovery."">State of Illinois Press Release</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Together We Heal place-making grants,Chicago Department of Cultural Affairs and Special Events,Community engagement and cultural projects,"Support for projects that utilize community engagement to produce cultural projects including community-led public art installations, historical walking tours, neighborhood and educational websites, pop up galleries, and other cultural activations",Community Investment,Community Development,6,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Tourism attraction development grant program,Illinois Department of Commerce and Economic Opportunity,Tourism programming,"Funds supporting the Illinois Department of Commerce and Economic Opportunity's tourism grants, including the Main Street Festival Grant",Community Investment,Community Development,10,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Transforming Places,Cook County Bureau of Economic Development; Cook County Equity Fund Taskforce,Economic and community development planning,"Cook County will identify high vulnerability communities and co-design a process to meet community-defined needs for economic development, community building, community safety, public health, education or social services. The County will support communities over a sustained period to ensure implementation and capacity-building, as well as helping attract additional public, private, and philanthropic resources.",Community Investment,Community Development,3.59,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Unemployment Insurance Extension Implementation Grants,Illinois Department of Employment Security,Implementation of extended unemployment insurance,These funds support implementation of extended unemployment insurance,Household Investment,Household Supportive Services,0.28,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Chicago,Chicago General Obligation Bond,Updates to City digital services,"Chicago Department of Assets, Information and Services; Chicago Department of Planning and Development",IT and digital service team investments,Investments in IT and digital service delivery teams to improve the effectiveness of relief and support programs addressing negative economic impacts exacerbated by the pandemic,Community Investment,Infrastructure,15,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Updates to City digital services,Chicago Office of Budget and Management,IT and digital service team investments,Investments in IT and digital service delivery teams to improve the effectiveness of relief and support programs addressing negative economic impacts exacerbated by the pandemic,Community Investment,Infrastructure,10,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Chicago,Chicago General Obligation Bond,Vacant buildings rehabilitation program,Chicago Department of Planning and Development,Vacant commercial and mixed-use building rehabilitation,"Rehabilitates vacant commercial and mixed-use buildings in neighborhood corridors for use by residents and business owners, emphasizing areas identified as key violence reduction areas",Community Investment,Community Development,54,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Chicago,Chicago General Obligation Bond,Vacant lot reduction strategy,"Chicago Departments of Transportation; Planning and Development; Asset, Information, and Services",A wealth-building program transferring ownership of City-owned land to neighborhood residents,Reactivates vacant City-owned land and build community wealth by streamlining environmental reviews and transferring ownership to neighborhood residents for community benefit,Community Investment,Community Development,82,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Vacant lot reduction strategy,Chicago Department of Planning and Development,A wealth-building program transferring ownership of City-owned land to neighborhood residents,Reactivates vacant City-owned land and build community wealth by streamlining environmental reviews and transferring ownership to neighborhood residents for community benefit,Community Investment,Community Development,5,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Veteran grant program,Cook County Department of Veterans Affairs,Establishing a fund to provide grants for community-based veteran service organizations and veteran-owned businesses,The Department of Veterans Affairs will establish a fund to provide grants to community-based veteran service organizations and veteran-owned businesses. The Veteran Grant Program will begin with a seed of $5 million for grants in the following areas: Program Enhancement; Capital Improvements; and Small Business Development.,Household Investment,Targeted Economic Assistance,3.59,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Victim supporting fund,Chicago Department of Public Health,Services and supports for victims of violent crime,"Services and supports for victims of violent crime and their families, including mental health supports, crisis intervention, support with accessing crime victim compensation, housing, food, and more",Community Safety,Victim Supports,10,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Violence prevention and reduction grant portfolio,Cook County Justice Advisory Council,Community-based services supporting justice-involved adults and youth,"The Justice Advisory Council (JAC) will expand funding for community-based services supporting justice-involved adults or youth, and those at high risk of experiencing violence as either a victim or perpetrator. Services include direct street-level intervention, mentoring, basic needs assistance, educational and vocational programming, and behavioral health and wellness support.",Community Safety,Violence Prevention/Reduction,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Chicago,Chicago General Obligation Bond,Water reconnection program,Chicago Department of Water Management,Plumbing and water reconnection repairs,Complete plumbing and water reconnection repairs for households unable to make repairs necessary to access clean municipal water sources,Household Investment,Household Supportive Services,13,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html","<a href = ""https://www.chicago.gov/city/en/sites/chicago-recovery-plan/home/dashboards.html"">City of Chicago</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Workforce development program,Chicago Department of Family and Support Services,Workforce development programming and wraparound services,"Provides workforce development programming, including apprenticeship, career services, and other wraparound support for those entering the workforce or new industries",Workforce Development,Job Training,9.5,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Workforce recovery,Illinois Department of Commerce and Economic Opportunity,Workforce programs for displaced wokers and underrepresented populations,"Connects displaced workers, with an emphasis on underrepresented populations, with new opportunities and reinvigorated efforts to reach unemployed and underemployed populations at all skill levels",Workforce Development,Workforce Sustainability,50,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Youth intervention programs,Chicago Department of Family and Support Services,"Interventions for young people involved in violent crime, both victims and perpetrators","Expands interventions for young people with violence involvement--both victims and perpetrators--that will include case management and services such as mental health, employment support, and other wraparound services",Community Safety,Criminal Justice Reform,19.5,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Youth justice diversion program,Chicago Department of Family and Support Services,Implementation of a new youth diversion model,"Implementation of a new youth deflection and diversion model, including facility/space needs and social services",Community Safety,Criminal Justice Reform,10,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Youth programs,Chicago Department of Family and Support Services,Creates and expands youth career programs,"Creates and expands a comprehensive portfolio of programs to connect Chicago youth with early career opportunities, as well as an expansion of the My CHI. My Future. Program to increase opportunities for out-of-school programming and education",Workforce Development,Workforce Supportive Services,65,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
